WEO Subject Code	Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	2006	2007	2008	2009	2010	2011	2012	2013	Estimates Start After	,,,
,,,
NGDP_RPCH	Antigua and Barbuda	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	12.226	6.114	2.092	4.009	4.458	4.476	4.559	4.542	2007	,
,,,
NGDP_RPCH	Argentina	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	8.466	8.653	6.500	3.600	3.000	3.000	3.000	3.000	2007	,
,,,
NGDP_RPCH	Bahamas, The	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.400	2.800	1.000	1.200	1.500	2.000	2.000	2.000	2007	
,,,
NGDP_RPCH	Barbados	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.334	3.254	1.700	1.000	2.600	3.200	3.000	3.000	2007	,
,,,
NGDP_RPCH	Belize	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.655	1.200	4.000	2.500	2.505	2.495	2.473	2.451	2007	,
,,,
NGDP_RPCH	Bolivia	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.800	4.600	5.900	5.000	4.400	6.100	6.200	4.500	2006	,
,,,
NGDP_RPCH	Brazil	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.754	5.417	5.231	3.500	4.387	4.013	4.015	4.015	2007	,
,,,
NGDP_RPCH	Chile	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.342	5.096	4.461	3.796	4.500	4.700	5.000	5.015	2007	,
,,,
NGDP_RPCH	Colombia	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.779	7.728	4.000	3.500	5.000	5.150	5.150	5.000	2007	,
,,,
NGDP_RPCH	Costa Rica	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	8.814	7.327	4.000	3.500	4.500	5.500	5.500	5.500	2007	,
,,,
NGDP_RPCH	Dominica	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.984	1.496	2.606	2.823	3.000	3.000	3.000	3.000	2007	,
,,,
NGDP_RPCH	Dominican Republic	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	10.671	8.475	4.662	2.834	9.330	6.120	5.966	6.282	2007	,
,,,
NGDP_RPCH	Ecuador	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.896	2.481	2.996	3.045	3.976	4.471	4.488	4.499	2006	,
,,,
NGDP_RPCH	El Salvador	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.183	4.651	3.000	2.600	3.000	3.500	4.000	4.500	2007	,
,,,
NGDP_RPCH	Grenada	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	-1.123	4.253	3.709	4.183	4.418	4.576	4.417	4.208	2007	,
,,,
NGDP_RPCH	Guatemala	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.186	5.700	4.500	4.000	4.500	4.500	4.500	4.500	2007	,
,,,
NGDP_RPCH	Guyana	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.130	5.450	4.600	4.540	4.300	4.640	4.050	3.570	2007	,
,,,
NGDP_RPCH	Haiti	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.300	3.208	2.500	4.000	4.000	4.000	4.000	4.000	2006	,
,,,
NGDP_RPCH	Honduras	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.277	6.300	4.200	4.000	4.100	4.200	4.200	4.200	2007	,
,,,
NGDP_RPCH	Jamaica	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.464	1.154	0.708	0.925	2.112	2.400	2.537	2.737	2007	,
,,,
NGDP_RPCH	Mexico	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.906	3.199	2.051	1.800	3.655	4.682	4.762	4.373	2007	,
,,,
NGDP_RPCH	Nicaragua	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.900	3.800	3.000	3.500	4.000	4.500	5.000	5.000	2007	,
,,,
NGDP_RPCH	Panama	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	8.528	11.543	8.300	7.800	7.600	7.500	7.000	6.500	2007	,
,,,
NGDP_RPCH	Paraguay	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.331	6.800	5.500	4.200	5.000	5.000	5.000	5.000	2007	,
,,,
