ISO	Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	2021	2022	2023	2024	2025	2026	2027	2028	Estimates Start After	,,
,,
ATG	Antigua and Barbuda	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.556	8.459	5.592	5.417	4.173	2.845	2.832	2.842	2022	
,,
ARG	Argentina	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	10.718	4.956	-2.500	2.750	3.250	3.000	2.750	2.500	2022	
,,
ABW	Aruba	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	27.639	10.458	2.300	1.200	1.200	1.100	1.100	1.100	2021	
,,
BHS	The Bahamas	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	16.985	14.369	4.306	1.828	1.616	1.585	1.495	1.528	2022	
,,
BRB	Barbados	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.189	9.800	4.500	3.900	2.800	2.300	2.000	2.000	2022	
,,
BLZ	Belize	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	15.208	12.726	4.007	2.998	2.544	2.544	2.544	2.544	2021	
,,
BOL	Bolivia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.106	3.478	1.800	1.800	2.100	2.200	2.300	2.300	2022	
,,
BRA	Brazil	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.989	2.901	3.084	1.507	1.896	1.877	2.015	2.015	2022	
,,
CHL	Chile	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	11.737	2.440	-0.532	1.608	2.293	2.366	2.423	2.440	2022	
,,
COL	Colombia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	11.016	7.257	1.442	1.978	2.930	3.345	3.345	3.345	2022	
,,
CRI	Costa Rica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.781	4.305	4.415	3.191	3.194	3.197	3.200	3.200	2022	
,,
DMA	Dominica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.892	5.711	4.624	4.599	4.226	2.860	2.678	2.656	2021	
,,
DOM	Dominican Republic	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	12.272	4.858	2.966	5.237	5.068	5.035	5.013	5.030	2022	
,,
ECU	Ecuador	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.235	2.948	1.372	1.820	1.989	2.166	2.819	2.795	2022	
,,
SLV	El Salvador	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	11.178	2.600	2.200	1.940	2.045	2.000	2.000	2.000	2022	
,,
GRD	Grenada	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.689	6.354	3.870	3.796	3.508	3.219	2.735	2.735	2021	
,,
GTM	Guatemala	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	8.002	4.118	3.432	3.500	3.600	3.700	3.800	3.900	2022	
,,
GUY	Guyana	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	20.060	62.288	38.432	26.559	18.774	21.179	21.166	13.482	2021	
,,
HTI	Haiti	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-1.798	-1.682	-1.500	1.400	1.500	1.500	1.500	1.500	2021	
,,
HND	Honduras	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	12.534	4.000	2.900	3.200	3.488	3.732	3.844	3.820	2022	
,,
JAM	Jamaica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.601	5.222	2.000	1.800	1.700	1.600	1.600	1.600	2022	
,,
MEX	Mexico	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.838	3.898	3.177	2.140	1.462	1.783	1.978	2.058	2022	
,,
NIC	Nicaragua	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	10.347	3.751	3.024	3.292	3.465	3.500	3.500	3.500	2022	
,,
PAN	Panama	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	15.836	10.809	6.000	4.000	4.000	4.000	4.000	4.000	2022	
,,
PRY	Paraguay	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.017	0.075	4.477	3.800	3.800	3.500	3.500	3.500	2022	
,,
PER	Peru	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	13.350	2.683	1.130	2.744	3.100	3.000	3.000	3.000	2022	
,,
KNA	St. Kitts and Nevis	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.891	8.823	4.899	3.790	2.996	2.700	2.700	2.700	2022	
,,
LCA	St. Lucia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	11.315	15.674	3.225	2.325	2.278	1.814	1.500	1.500	2022	
,,
VCT	St. Vincent and the Grenadines	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.754	5.500	6.230	5.000	3.900	2.800	2.700	2.700	2021	
,,
SUR	Suriname	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-2.742	1.028	2.148	2.962	2.984	3.000	3.000	3.000	2021	
,,
