ISO	Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	2008	2009	2010	2011	2012	2013	2014	2015	Estimates Start After	,,
,,
ATG	Antigua and Barbuda	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.752	-8.890	-4.109	3.074	2.517	3.766	4.178	4.411	2009	
,,
ARG	Argentina	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.758	0.856	7.469	4.027	3.000	3.000	3.000	3.000	2009	
,,
BHS	The Bahamas	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-1.686	-4.287	0.500	1.500	2.500	2.478	2.478	2.478	2008	
,,
BRB	Barbados	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.180	-5.474	-0.500	3.000	2.500	2.500	2.500	2.500	2009	
,,
BLZ	Belize	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.771	0.000	2.000	2.250	2.500	2.500	2.500	2.500	2009	
,,
BOL	Bolivia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.148	3.357	4.041	4.500	4.500	4.500	4.500	4.500	2009	
,,
BRA	Brazil	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.137	-0.185	7.540	4.126	4.136	4.087	4.135	4.135	2009	
,,
CHL	Chile	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.724	-1.529	5.031	6.010	4.600	4.500	4.500	4.500	2009	
,,
COL	Colombia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.731	0.830	4.689	4.578	4.566	4.500	4.500	4.505	2009	
,,
CRI	Costa Rica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.817	-1.069	3.800	4.200	4.400	4.450	4.400	4.400	2009	
,,
DMA	Dominica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.203	-0.304	1.400	2.454	3.000	3.000	3.000	3.000	2008	
,,
DOM	Dominican Republic	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.256	3.454	5.500	5.500	6.000	6.000	6.000	6.000	2009	
,,
ECU	Ecuador	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.516	0.360	2.900	2.250	2.000	2.000	2.000	2.000	2008	
,,
SLV	El Salvador	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.433	-3.541	0.957	2.496	3.000	4.000	4.000	4.000	2009	
,,
GRD	Grenada	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.187	-7.654	0.800	2.000	3.000	3.500	4.000	4.000	2008	
,,
GTM	Guatemala	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.299	0.490	2.407	2.564	3.183	3.230	3.224	3.219	2009	
,,
GUY	Guyana	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.976	2.997	2.925	3.087	3.170	3.149	3.066	2.956	2009	
,,
HTI	Haiti	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.844	2.885	-8.500	9.800	8.400	6.900	6.200	6.000	2009	
,,
HND	Honduras	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.971	-1.911	2.440	3.538	4.000	4.000	4.000	4.000	2009	
,,
JAM	Jamaica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.915	-3.046	-0.131	1.756	1.961	2.006	2.075	2.100	2009	
,,
MEX	Mexico	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.490	-6.538	4.984	3.917	4.955	4.655	4.300	3.847	2009	
,,
NIC	Nicaragua	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.760	-1.452	3.049	2.967	3.400	4.000	4.000	4.000	2009	
,,
PAN	Panama	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	10.117	3.007	6.203	6.708	6.804	6.606	6.400	6.698	2009	
,,
PRY	Paraguay	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.827	-3.847	8.956	5.000	4.500	4.000	4.000	4.000	2009	
,,
PER	Peru	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	9.804	0.862	8.268	5.998	5.707	5.719	5.719	5.719	2009	
,,
KNA	St. Kitts and Nevis	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.620	-5.466	-1.500	0.497	1.499	2.001	2.002	2.004	2008	
,,
LCA	St. Lucia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.723	-5.210	1.138	2.262	3.538	3.766	3.786	3.807	2008	
,,
VCT	St. Vincent and the Grenadines	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.591	-0.971	0.500	2.000	2.500	3.000	3.500	3.500	2008	
,,
SUR	Suriname	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.000	2.500	4.025	4.750	5.511	7.451	6.000	6.000	2007	
,,
TTO	Trinidad and Tobago	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.366	-3.539	1.223	2.461	2.479	2.621	2.639	2.644	2009	
,,
URY	Uruguay	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	8.535	2.858	8.498	5.007	4.158	3.968	4.000	4.000	2009	
,,
VEN	Venezuela	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.782	-3.287	-1.302	0.511	1.007	1.139	1.306	1.749	2009	
,,
,,
,,
International Monetary Fund, World Economic Outlook Database, October 2010
