ISO	Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	2020	2021	2022	2023	2024	2025	2026	2027	Estimates Start After	,,
,,
ATG	Antigua and Barbuda	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-20.192	5.270	6.021	5.629	5.416	4.027	2.701	2.685	2020	
,,
ARG	Argentina	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-9.943	10.398	4.037	2.024	2.019	2.001	2.000	2.000	2020	
,,
ABW	Aruba	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-18.585	17.164	3.950	1.950	1.180	1.180	1.180	1.180	2021	
,,
BHS	The Bahamas	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-23.823	13.720	8.004	4.097	3.001	1.897	1.552	1.499	2021	
,,
BRB	Barbados	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-13.730	0.700	10.500	5.000	3.000	2.600	2.300	1.840	2020	
,,
BLZ	Belize	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-13.676	16.342	3.502	1.998	2.012	2.012	2.012	2.012	2020	
,,
BOL	Bolivia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-8.738	6.106	3.800	3.200	3.000	2.800	2.600	2.500	2021	
,,
BRA	Brazil	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-3.879	4.619	2.788	1.034	1.906	1.999	1.966	1.989	2021	
,,
CHL	Chile	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-6.068	11.716	2.027	-0.954	1.968	2.338	2.387	2.532	2021	
,,
COL	Colombia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-7.048	10.677	7.561	2.176	2.788	3.230	3.345	3.345	2021	
,,
CRI	Costa Rica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-4.051	7.764	3.810	2.891	3.041	3.230	3.335	3.243	2021	
,,
DMA	Dominica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-16.605	4.829	6.018	4.930	4.594	4.088	2.475	2.524	2020	
,,
DOM	Dominican Republic	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-6.720	12.263	5.250	4.492	5.000	5.000	5.000	5.000	2021	
,,
ECU	Ecuador	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-7.788	4.235	2.857	2.675	2.783	2.797	2.797	2.797	2021	
,,
SLV	El Salvador	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-8.175	10.269	2.640	1.749	1.545	1.800	1.965	1.965	2021	
,,
GRD	Grenada	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-13.757	5.600	3.610	3.598	3.948	3.503	3.163	2.849	2021	
,,
GTM	Guatemala	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-1.764	7.981	3.409	3.200	3.840	3.640	3.540	3.500	2021	
,,
GUY	Guyana	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	43.480	23.774	57.768	25.219	21.234	28.243	25.508	3.320	2021	
,,
HTI	Haiti	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-3.343	-1.798	-1.200	0.500	1.500	1.500	1.500	1.500	2021	
,,
HND	Honduras	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-8.965	12.534	3.400	3.540	3.640	3.740	3.940	3.940	2021	
,,
JAM	Jamaica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-10.049	4.606	2.812	3.017	2.297	1.816	1.689	1.600	2020	
,,
MEX	Mexico	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-8.057	4.782	2.136	1.150	1.783	2.140	2.110	2.086	2021	
,,
NIC	Nicaragua	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-1.789	10.345	4.000	3.000	3.500	3.700	3.800	3.800	2021	
,,
PAN	Panama	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-17.945	15.336	7.523	4.014	4.491	4.500	4.500	4.500	2021	
,,
PRY	Paraguay	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.820	4.200	0.200	4.300	3.500	3.500	3.500	3.500	2020	
,,
PER	Peru	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-11.014	13.550	2.705	2.596	3.205	3.095	2.999	3.003	2021	
,,
KNA	St. Kitts and Nevis	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-13.969	-3.587	9.832	4.832	4.301	2.702	2.700	2.700	2020	
,,
LCA	St. Lucia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-24.365	12.230	9.083	5.826	3.770	2.040	1.655	1.463	2021	
,,
VCT	St. Vincent and the Grenadines	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-5.313	0.510	5.000	6.000	4.800	3.500	2.700	2.700	2020	
,,
SUR	Suriname	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-15.906	-3.516	1.328	2.348	2.962	2.984	3.000	3.000	2020	
,,
TTO	Trinidad and Tobago	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-7.374	-0.704	4.037	3.467	3.524	2.543	1.140	1.641	2021	
,,
URY	Uruguay	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-6.115	4.402	5.271	3.551	2.700	2.500	2.200	2.200	2020	
,,
VEN	Venezuela	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-29.992	0.479	6.039	6.542	n/a	n/a	n/a	n/a	2018	
,,
,,
,,
International Monetary Fund, World Economic Outlook Database, October 2022
