WEO Subject Code	Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	2016	2017	2018	2019	2020	2021	2022	2023	Estimates Start After	,,
,,
NGDP_RPCH	Antigua and Barbuda	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.348	2.752	3.500	3.000	2.500	2.000	2.000	2.000	2016	
,,
NGDP_RPCH	Argentina	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-1.823	2.854	-2.645	-1.619	2.169	2.508	3.082	3.248	2017	
,,
NGDP_RPCH	Aruba	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.124	1.239	1.100	1.000	1.000	1.200	1.200	1.200	2017	
,,
NGDP_RPCH	The Bahamas	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-1.690	1.437	2.300	2.100	1.600	1.500	1.500	1.500	2016	
,,
NGDP_RPCH	Barbados	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.273	-0.168	-0.500	-0.098	0.600	1.500	1.840	1.840	2017	
,,
NGDP_RPCH	Belize	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.487	0.755	1.800	2.006	1.700	1.700	1.700	1.739	2016	
,,
NGDP_RPCH	Bolivia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.264	4.195	4.300	4.200	3.900	3.800	3.700	3.700	2016	
,,
NGDP_RPCH	Brazil	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-3.469	0.975	1.435	2.372	2.269	2.218	2.218	2.218	2017	
,,
NGDP_RPCH	Chile	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.282	1.471	3.975	3.406	3.175	2.988	2.983	3.029	2017	
,,
NGDP_RPCH	Colombia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.963	1.789	2.806	3.594	3.700	3.650	3.550	3.550	2017	
,,
NGDP_RPCH	Costa Rica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.246	3.280	3.300	3.300	3.400	3.400	3.400	3.440	2016	
,,
NGDP_RPCH	Dominica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.638	-4.684	-14.101	9.405	6.806	3.576	2.327	1.500	2016	
,,
NGDP_RPCH	Dominican Republic	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.612	4.552	6.411	4.984	5.200	5.000	5.000	5.126	2017	
,,
NGDP_RPCH	Ecuador	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-1.226	2.368	1.107	0.727	1.307	1.736	1.812	1.812	2016	
,,
