Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	2001	2002	2003	2004	2005	2006	2007	2008	Estimates Start After	,,,
,,,
Antigua and Barbuda	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.5	2.0	4.3	5.2	5.5	12.2	3.8	1.8	2005	,
,,,
Argentina	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	-4.4	-10.9	8.8	9.0	9.2	8.5	7.5	5.5	2005	,
,,,
Bahamas, The	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.8	2.3	1.4	1.8	2.5	3.4	3.1	4.0	2006	
,,,
Barbados	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	-2.6	0.6	2.0	4.8	4.1	3.9	4.2	2.7	2006	,
,,,
Belize	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.0	5.1	9.3	4.6	3.5	5.8	4.1	3.0	2005	,
,,,
Bolivia	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.7	2.5	2.7	4.2	4.0	4.6	3.9	5.4	2006	,
,,,
Brazil	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.3	2.7	1.1	5.7	2.9	3.7	4.4	4.0	2006	,
,,,
Chile	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.5	2.2	4.0	6.0	5.7	4.0	5.9	5.0	2006	,
,,,
Colombia	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.5	1.9	3.9	4.9	4.7	6.8	6.6	4.8	2006	,
,,,
Costa Rica	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.1	2.9	6.4	4.3	5.9	8.2	6.0	5.0	2006	,
,,,
Dominica	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	-4.2	-5.1	0.1	3.0	3.3	4.0	3.2	2.8	2005	,
,,,
Dominican Republic	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.6	4.4	-1.9	2.0	9.3	10.7	8.0	4.5	2006	,
,,,
Ecuador	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.3	4.2	3.6	8.0	6.0	3.9	2.7	3.4	2006	,
,,,
El Salvador	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.7	2.3	2.3	1.9	3.1	4.2	4.2	3.8	2006	,
,,,
Grenada	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	-4.2	1.2	6.4	-6.5	12.8	0.7	3.0	4.0	2005	,
,,,
Guatemala	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.4	3.9	2.5	3.2	3.5	4.9	4.8	4.3	2006	,
,,,
Guyana	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.3	1.1	-0.7	1.6	-1.9	5.1	5.6	4.6	2005	,
,,,
Haiti	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.6	-0.5	0.2	-2.6	0.4	2.2	3.2	4.3	2006	,
,,,
Honduras	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.6	2.7	3.5	5.0	4.1	6.0	5.4	3.4	2006	,
,,,
Jamaica	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.5	1.1	2.3	1.0	1.4	2.5	1.4	2.0	2005	,
,,,
Mexico	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.0	0.8	1.4	4.2	2.8	4.8	2.9	3.0	2006	,
,,,
Nicaragua	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.0	0.8	2.5	5.3	4.3	3.7	4.2	4.7	2006	,
,,,
Panama	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.6	2.2	4.2	7.5	6.9	8.1	8.5	8.8	2006	,
,,,
Paraguay	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.1	0.0	3.8	4.1	2.9	4.3	5.0	4.0	2006	,
,,,
Peru	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.2	5.0	4.0	5.1	6.7	7.6	7.0	6.0	2006	,
,,,
St. Kitts and Nevis	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.7	-0.3	-1.2	7.3	4.4	4.0	4.0	4.1	2005	,
,,,
St. Lucia	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	-3.7	0.8	3.1	4.5	3.8	5.0	3.5	4.3	2005	,
,,,
St. Vincent and the Grenadines	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.1	3.2	2.8	6.8	2.2	6.9	4.4	6.2	2005	,
,,,
Suriname	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.8	2.6	6.0	8.1	5.5	5.8	5.3	4.0	2005	,
,,,
Trinidad and Tobago	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.2	7.9	14.4	8.8	8.0	12.0	6.0	5.8	2006	,
,,,
Uruguay	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	-3.4	-11.0	2.2	11.8	6.6	7.0	5.2	3.8	2006	,
,,,
Venezuela	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.4	-8.9	-7.8	18.3	10.3	10.3	8.0	6.0	2006	,
,,,
,,,
,,,
International Monetary Fund, World Economic Outlook Database, October 2007,
