ISO	Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	2017	2018	2019	2020	2021	2022	2023	2024	Estimates Start After	,,
,,
ATG	Antigua and Barbuda	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.145	7.389	4.031	3.322	2.509	2.000	2.000	2.000	2017	
,,
ARG	Argentina	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.669	-2.482	-3.061	-1.281	1.433	2.283	3.100	3.200	2018	
,,
ABW	Aruba	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.342	1.200	0.700	1.000	1.100	1.100	1.100	1.100	2017	
,,
BHS	The Bahamas	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.067	1.566	0.910	-0.557	2.101	1.732	1.599	1.586	2018	
,,
BRB	Barbados	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.478	-0.583	-0.098	0.600	1.500	1.840	1.840	1.840	2018	
,,
BLZ	Belize	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.437	3.035	2.722	2.096	1.789	1.691	1.712	1.688	2018	
,,
BOL	Bolivia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.195	4.224	3.900	3.800	3.700	3.700	3.700	3.700	2017	
,,
BRA	Brazil	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.056	1.114	0.875	2.039	2.371	2.358	2.409	2.256	2018	
,,
CHL	Chile	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.255	4.024	2.515	3.017	3.229	3.265	3.261	3.190	2018	
,,
COL	Colombia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.351	2.569	3.356	3.646	3.749	3.750	3.750	3.749	2018	
,,
CRI	Costa Rica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.397	2.634	2.025	2.528	2.799	2.961	3.195	3.498	2018	
,,
DMA	Dominica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-9.530	0.533	9.372	4.935	4.171	3.569	2.087	1.484	2017	
,,
DOM	Dominican Republic	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.667	6.983	4.990	5.231	4.952	5.018	5.000	5.000	2018	
,,
ECU	Ecuador	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.368	1.377	-0.483	0.478	1.636	2.716	2.507	2.512	2018	
,,
SLV	El Salvador	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.305	2.537	2.500	2.300	2.200	2.200	2.200	2.200	2018	
,,
GRD	Grenada	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.439	4.248	3.144	2.730	2.659	3.171	3.178	2.964	2018	
,,
GTM	Guatemala	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.760	3.145	3.354	3.541	3.720	3.596	3.514	3.467	2018	
,,
GUY	Guyana	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.134	4.138	4.435	85.618	4.767	20.630	26.190	3.237	2017	
,,
HTI	Haiti	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.173	1.484	0.100	1.199	1.495	1.495	1.495	1.505	2018	
,,
HND	Honduras	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.930	3.745	3.360	3.528	3.634	3.743	3.855	3.940	2017	
,,
JAM	Jamaica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.658	1.636	1.057	1.021	1.700	1.975	2.075	2.175	2018	
,,
MEX	Mexico	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.117	1.995	0.396	1.307	1.899	2.108	2.269	2.396	2018	
,,
NIC	Nicaragua	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.675	-3.816	-5.039	-0.800	-0.100	0.445	0.977	1.459	2018	
,,
PAN	Panama	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.321	3.677	4.308	5.500	5.490	5.500	5.500	5.500	2018	
,,
PRY	Paraguay	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.958	3.722	1.008	4.027	4.209	4.038	4.068	3.904	2018	
,,
