ISO	Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	2007	2008	2009	2010	2011	2012	2013	2014	Estimates Start After	,,,
,,,
ATG	Antigua and Barbuda	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.900	2.800	-6.523	-1.510	1.437	2.865	3.578	3.901	2007	,
,,,
ARG	Argentina	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	8.653	6.758	-2.523	1.500	2.501	3.000	3.000	3.000	2008	,
,,,
BHS	Bahamas, The	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.730	-1.710	-3.900	-0.500	1.500	3.000	2.000	1.800	2008	
,,,
BRB	Barbados	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.434	0.180	-3.000	0.000	3.000	2.500	2.500	2.500	2008	,
,,,
BLZ	Belize	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.200	3.771	1.017	2.014	2.275	2.400	2.500	2.500	2008	,
,,,
BOL	Bolivia	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.564	6.100	2.800	3.400	3.700	3.800	3.700	3.700	2008	,
,,,
BRA	Brazil	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.670	5.076	-0.662	3.464	3.516	3.522	3.698	3.742	2008	,
,,,
CHL	Chile	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.680	3.163	-1.735	4.031	4.500	5.200	5.200	5.400	2008	,
,,,
COL	Colombia	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.546	2.535	-0.250	2.500	4.000	5.000	5.000	4.500	2008	,
,,,
CRI	Costa Rica	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.795	2.609	-1.500	2.300	3.500	4.500	5.200	5.200	2008	,
,,,
DMA	Dominica	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.800	3.200	1.100	2.000	3.000	3.000	3.000	3.000	2008	,
,,,
DOM	Dominican Republic	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	8.475	5.256	0.500	2.000	6.000	6.000	6.000	6.000	2008	,
,,,
ECU	Ecuador	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.481	6.516	-1.000	1.500	1.818	2.504	3.000	2.998	2008	,
,,,
SLV	El Salvador	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.650	2.545	-2.500	0.500	2.000	3.000	4.000	4.000	2008	,
,,,
GRD	Grenada	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.941	2.187	-3.982	0.000	1.100	2.000	2.800	3.500	2007	,
,,,
GTM	Guatemala	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.269	4.028	0.400	1.300	3.500	3.500	3.500	3.500	2008	,
,,,
GUY	Guyana	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.397	3.034	2.007	3.998	4.995	4.935	4.883	4.449	2008	,
,,,
HTI	Haiti	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.400	1.200	2.000	2.700	3.500	3.900	3.400	3.700	2007	,
,,,
HND	Honduras	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.346	4.000	-2.000	2.000	2.200	2.600	2.800	3.000	2007	,
,,,
JAM	Jamaica	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.500	-0.950	-3.610	-0.170	1.700	1.790	1.940	2.080	2008	,
,,,
MEX	Mexico	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.330	1.348	-7.342	3.259	4.894	5.495	5.337	4.898	2008	,
,,,
NIC	Nicaragua	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.200	3.200	-1.000	1.000	2.000	3.000	4.000	4.000	2008	,
,,,
PAN	Panama	Gross domestic product, constant prices	Annual percent change		See notes for:  Gross domestic product, constant prices (National currency).	11.543	9.181	1.827	3.724	6.103	7.023	6.976	6.508	2008	,
,,,
