WEO Subject Code	Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	2018	2019	2020	2021	2022	2023	2024	2025	Estimates Start After	,,
,,
NGDP_RPCH	Antigua and Barbuda	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.950	3.351	-17.273	4.701	11.041	8.234	3.989	3.670	2019	
,,
NGDP_RPCH	Argentina	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-2.565	-2.088	-11.784	4.889	2.526	2.283	2.118	1.703	2019	
,,
NGDP_RPCH	Aruba	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.200	0.400	-19.700	9.000	4.500	1.500	1.300	1.100	2017	
,,
NGDP_RPCH	The Bahamas	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.026	1.218	-14.784	4.592	5.540	4.027	2.184	1.500	2018	
,,
NGDP_RPCH	Barbados	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.583	-0.098	-11.600	7.400	3.918	1.840	1.840	1.840	2019	
,,
NGDP_RPCH	Belize	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.079	-1.990	-16.000	8.000	5.000	3.000	2.003	2.003	2019	
,,
NGDP_RPCH	Bolivia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.224	2.217	-7.900	5.600	4.300	4.000	3.700	3.700	2019	
,,
NGDP_RPCH	Brazil	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.317	1.137	-5.801	2.828	2.272	2.236	2.206	2.218	2019	
,,
NGDP_RPCH	Chile	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.952	1.118	-6.001	4.495	3.216	2.945	2.690	2.507	2019	
,,
NGDP_RPCH	Colombia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.515	3.260	-8.182	4.040	3.650	3.846	3.846	3.746	2019	
,,
NGDP_RPCH	Costa Rica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.660	2.084	-5.497	2.296	3.398	3.000	3.100	3.200	2019	
,,
NGDP_RPCH	Dominica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.533	8.386	-8.782	3.269	3.224	3.031	1.753	1.500	2018	
,,
NGDP_RPCH	Dominican Republic	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.983	5.052	-5.987	3.996	4.973	5.031	4.964	5.036	2018	
,,
NGDP_RPCH	Ecuador	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.289	0.054	-11.002	4.760	1.279	1.719	2.027	2.285	2019	
,,
NGDP_RPCH	El Salvador	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.430	2.385	-8.982	4.043	3.200	2.800	2.540	2.245	2019	
,,
NGDP_RPCH	Grenada	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.141	2.992	-11.779	3.049	5.126	5.037	3.381	2.735	2019	
,,
NGDP_RPCH	Guatemala	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.215	3.846	-2.000	3.951	3.751	3.500	3.251	3.251	2019	
,,
NGDP_RPCH	Guyana	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.441	5.353	26.205	8.120	29.491	22.284	2.127	1.143	2019	
,,
NGDP_RPCH	Haiti	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.484	-1.197	-4.000	1.200	1.000	1.100	1.200	1.400	2018	
,,
NGDP_RPCH	Honduras	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.697	2.651	-6.550	4.940	3.300	3.465	3.640	3.740	2019	
,,
NGDP_RPCH	Jamaica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.886	0.899	-8.564	3.635	3.768	2.938	2.497	2.092	2019	
,,
