ISO	Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	2014	2015	2016	2017	2018	2019	2020	2021	Estimates Start After	,,
,,
ATG	Antigua and Barbuda	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.206	2.150	1.999	2.400	2.700	2.700	2.700	2.700	2014	
,,
ARG	Argentina	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-2.513	2.459	-1.761	2.731	2.767	2.897	3.120	3.268	2014	
,,
BHS	The Bahamas	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.524	-1.664	0.263	0.991	2.165	2.081	1.498	1.327	2015	
,,
BRB	Barbados	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.198	0.882	1.700	1.700	2.000	2.200	2.300	2.400	2015	
,,
BLZ	Belize	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.083	1.044	0.012	2.556	2.242	1.749	1.711	1.723	2015	
,,
BOL	Bolivia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.461	4.848	3.700	3.900	3.500	3.500	3.500	3.500	2015	
,,
BRA	Brazil	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.104	-3.848	-3.273	0.494	1.488	1.967	1.992	1.986	2014	
,,
CHL	Chile	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.830	2.304	1.700	1.986	2.700	3.020	3.200	3.400	2015	
,,
COL	Colombia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.386	3.083	2.171	2.689	3.800	4.300	4.250	3.950	2015	
,,
CRI	Costa Rica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.965	3.675	4.250	4.250	4.400	4.250	4.000	4.000	2015	
,,
DMA	Dominica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.187	-1.762	1.548	2.884	2.649	2.475	2.267	1.658	2014	
,,
DOM	Dominican Republic	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.341	6.953	5.900	4.500	4.500	4.500	4.500	4.500	2015	
,,
ECU	Ecuador	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.675	0.290	-2.265	-2.699	-1.114	-0.419	-0.504	1.513	2015	
,,
SLV	El Salvador	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.425	2.455	2.400	2.400	2.300	2.100	2.000	2.000	2015	
,,
GRD	Grenada	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.340	6.234	2.968	2.685	2.685	2.685	2.685	2.685	2014	
,,
GTM	Guatemala	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.174	4.149	3.500	3.750	3.750	3.800	3.900	4.000	2015	
,,
GUY	Guyana	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.841	3.205	4.025	4.077	3.934	3.996	3.770	3.768	2015	
,,
HTI	Haiti	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.790	1.183	1.500	3.248	3.498	3.498	3.497	3.497	2015	
,,
HND	Honduras	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.085	3.643	3.600	3.700	3.800	3.800	3.800	3.800	2015	
,,
JAM	Jamaica	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.527	0.935	1.529	2.000	2.400	2.676	2.784	2.800	2015	
,,
MEX	Mexico	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.245	2.465	2.091	2.325	2.584	2.887	2.950	2.942	2015	
,,
NIC	Nicaragua	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.565	4.929	4.500	4.300	4.000	4.000	4.000	4.000	2015	
,,
PAN	Panama	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.053	5.777	5.200	5.800	6.100	6.300	6.100	6.000	2015	
,,
PRY	Paraguay	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.722	3.080	3.507	3.640	3.785	3.910	3.892	3.785	2015	
,,
PER	Peru	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.390	3.280	3.749	4.116	3.578	3.527	3.508	3.512	2015	
,,
KNA	St. Kitts and Nevis	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.065	4.966	3.527	3.534	3.393	2.938	2.848	2.813	2014	
,,
LCA	St. Lucia	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.438	2.370	1.531	1.897	1.997	2.014	2.032	2.050	2014	
,,
VCT	St. Vincent and the Grenadines	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.189	0.640	1.780	2.520	2.824	2.884	2.990	3.004	2015	
,,
SUR	Suriname	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.838	-0.300	-6.976	0.500	1.052	2.300	2.622	3.000	2014	
,,
TTO	Trinidad and Tobago	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-1.016	-2.145	-2.750	2.285	3.621	3.210	1.239	1.248	2012	
,,
URY	Uruguay	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.239	0.982	0.100	1.200	3.100	3.400	3.300	3.100	2014	
,,
VEN	Venezuela	Gross domestic product, constant prices	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-3.894	-6.221	-10.000	-4.500	-3.000	-1.000	--	--	2013	
,,
,,
,,
International Monetary Fund, World Economic Outlook Database, October 2016
